"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","ID","talker","gender","order","duration","speech_rate","transcript","Order","clip1_id","clip2_id","clip1_speaker","clip2_speaker","clip1_gender","clip2_gender","clip1_transcript","clip2_transcript","block_type","block_number","counterbalance_id","accuracy","question_order","result"
"","","","","","html-keyboard-response","375","1294638","0.0-375.0","","","","","","","","","","","","52","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","19","M2_04","F4_04","M2","F4","male","female","People just focus on making money.","So when I got in, I knew that I can take the train, it was easy to commute.","long","6","0","","",""
"","","","","","audio-keyboard-response","376","1298135","0.0-376.0","","","","","","","","","","","","null","../audio/M1_03.WAV","null","M1_03","M1","male","1","1.480896","2.701","you kind of get spoiled.","","","","","","","","","","","","","","",""
"","","","","","audio-keyboard-response","377","1301039","0.0-377.0","","","","","","","","","","","","null","../audio/F2_04.WAV","l","F2_04","F2","female","2","2.902938","4.134","They buy a whole pig and then they eat their way through it.","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","378","1303055","0.0-378.0","","","","","","","","","","","","212","
            <center>
                <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
                <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
            </center>
            <p style=""text-align:center"">Which clip sounds more like someone who was born in Boston?</p>","l","","","","","","","","20","M1_03","F2_04","M1","F2","male","female","you kind of get spoiled.","They buy a whole pig and then they eat their way through it.","long","6","0","","",""
"","","","","","survey","379","1364769","0.0-379.0","","","","","","","","","","","","60033","","{""P0_Q0"":null,""zipcode_growing_up"":""01588"",""zipcode_teenage_years"":""01588"",""zipcode_adult_years"":""01588"",""zipcode_current"":""22408"",""gender"":""Male"",""age"":""2000"",""race"":[""White""],""income"":97000,""education"":""Undergraduate degree""}","","","","","","","","","","","","","","","","","","","","[]","",""
"","","","","","survey-html-form","380","1372311","0.0-380.0","","","","","","","","","","","","7290","","{""lang1"":""english"",""lang2"":"""",""lang3"":"""",""lang4"":"""",""lang5"":""""}","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey","381","1453321","0.0-381.0","","","","","","","","","","","","80749","","{""family_generations_in_area"":""2"",""boston_accent_opinion"":""Yes"",""boston_accent_area"":""Dorchester, Cambridge, Worcester, Gloucester""}","","","","","","","","","","","","","","","","","","","","[]","",""
"","","","","","survey","382","1480867","0.0-382.0","","","","","","","","","","","","27272","","{""speak_with"":""No"",""immigrant_percentage"":""2"",""Boston_people"":1,""boston_friends"":""Yes"",""boston_family"":""Yes""}","","","","","","","","","","","","","","","","","","","","[]","",""
"","","","","","survey-html-form","383","1543100","0.0-383.0","","","","","","","","","","","","61981","","{""word1"":""Don't annunciate the letter \""r\"""",""word2"":""Speak faster"",""word3"":""Have more inflection""}","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey","384","1618176","0.0-384.0","","","","","","","","","","","","74807","","{""neighborhood_changes_opinion"":""New residents have made the community less tight knit. I wish this wasn't the case"",""community_issues"":""Drugs, housing market, political landscape"",""preserve_culture_importance"":""Important""}","","","","","","","","","","","","","","","","","","","","[]","",""
"","","","","","survey-likert","385","1631467","0.0-385.0","","","","","","","","","","","","13038","","{""likert_disappear"":0,""likert_unity"":3,""likert_badenglish"":0,""likert_identity"":4}","","","","","","","","","","","","","","","","","","","","","[3,2,0,1]",""
"","","","","","survey-likert","386","1635319","0.0-386.0","","","","","","","","","","","","3599","","{""Q0"":2}","","","","","","","","","","","","","","","","","","","","","[0]",""
"","","","","","survey","387","1638364","0.0-387.0","","","","","","","","","","","","2781","","{""futurestudies"":""Yes""}","","","","","","","","","","","","","","","","","","","","[]","",""
"true","","","","","pipe","388","1643325","0.0-388.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","{""message"":""Success""}"
